510
0, 40
0,308.656,157.889,203.456,3.94627,30.1786,181.975,58.6346,90,73.669,84.5,127.5,0.0995489,0.00941984,2.27151e-05,2.17522e-05,4.83515e-10,2.10395e-06,-7.16375e-13
1,785.414,149.143,232.243,7.11103,24.936,220.411,95.9207,70,11.8284,8.5,150,0.23527,0.0449005,0.0220494,0.0218842,0.000480713,0.00463503,-3.06575e-06
2,293.671,232.118,202.579,5.90281,22.3296,135.168,47.4377,76,56.1127,84,131,0.080634,0.00119628,6.01515e-05,6.80096e-05,2.59302e-09,1.56967e-06,3.49253e-09
3,288.2,553.8,202.2,2.79037,11.7063,130.924,30.218,35,25.1421,18,31.5,0.501334,0.256364,0.165442,0.1514,0.0239488,0.0529439,0.000771089
4,1258.14,463.075,250.231,12.469,95.58,555.128,149.742,333,255.735,650.5,1386.5,0.031716,0.000844095,0.00105578,0.000954032,9.57446e-07,2.74366e-05,8.16286e-09
5,1139.92,542.04,181.12,1.87021,10.48,64.3278,156.194,25,20.4853,10.5,20,-3369.78,1.1369e+07,1.54956e+11,1.54813e+11,2.39781e+22,-5.21996e+14,-1.46836e+17
6,936.388,365.944,197.894,13.8067,35.7756,170.876,69.2548,160,34.799,56,550.5,0.0459162,0.00172032,0.00125338,0.00083329,8.50322e-07,-6.79448e-06,4.66636e-08
7,420.988,338.988,285.452,5.91804,26.38,400.264,58.0415,84,111.225,25,147.5,0.0571697,0.0025647,6.69834e-07,7.30811e-08,-5.38589e-15,-2.95852e-09,1.52459e-14
8,1259.26,291.833,248.692,4.88535,24.0069,286.367,139.882,78,57.7696,90,122,-0.261401,0.0799499,0.624412,0.605537,0.372346,-0.171214,-0.000108249
9,527.543,180.904,200.564,5.86227,32.8729,119.412,73.9707,94,131.326,24.5,191.5,-5998.44,2.15161e+08,1.24002e+13,2.74658e+12,1.43127e+25,-3.88743e+16,7.21611e+24
10,443.701,212.636,220.822,3.65728,35.1227,187.028,64.3327,107,86.8406,92.5,148.5,0.0254149,0.00129552,0.196275,0.190727,0.0369022,0.00233378,8.07919e-05
11,933.766,430.948,248.468,8.94714,22.9257,279.108,117.759,77,58.1127,18.5,182,0.174803,0.0197093,0.00154957,0.00132518,1.89866e-06,0.000183285,-3.45798e-08
12,875.101,326.436,270.229,6.6528,61.4874,443.391,108.848,179,104.255,262.5,416,2.75857,7.50358,0.0953751,0.0255661,0.000977705,0.0270522,-0.000798674
13,846.553,80.7632,188.368,2.92095,12.2562,61.7217,109.222,38,27.7279,21.5,42,0.0882506,0.00548225,2.55416e-05,1.31532e-05,2.39874e-10,6.92961e-07,-2.41523e-11
14,1383.6,442.152,227.676,5.77334,33.2212,206.957,149.775,105,147.338,33.5,181.5,0.0563116,0.00255954,2.43184e-06,1.50276e-06,2.87107e-12,5.15792e-08,9.89258e-14
15,1199.78,277.1,211.04,5.80853,14.069,142.007,135.06,50,52.1127,24,78,0.081334,0.00324587,1.98614e-05,3.14646e-05,7.69547e-10,1.78812e-06,1.62776e-10
16,953.672,469.806,262.851,7.84876,20.1235,316.553,122.003,67,83.3259,20.5,132,0.392483,0.112618,0.000636813,0.000245002,8.95856e-08,7.23661e-05,-3.6602e-08
17,989.596,216.035,211.105,2.98591,24.8824,138.985,115.408,57,33.1421,37.5,77,0.101817,0.00971457,4.24793e-05,3.76446e-05,1.50536e-09,3.71021e-06,4.8333e-12
18,1218.97,313.237,246.051,5.25986,18.0222,219.583,136.571,59,69.4264,22,92,1.42299,1.72636,0.096624,0.0119125,-0.000146531,-0.00454156,-0.000376653
19,1114.16,332.122,236.347,4.61209,14.8718,180.302,134.331,49,35.6274,45,65,0.371537,0.11532,0.00189092,0.00124309,1.90311e-06,0.000417229,1.02297e-07
20,806.992,74.6271,195.322,10.3104,31.7716,121.01,72.3728,118,6.41421,61,342,0.242259,0.0372413,0.00813387,0.0067438,4.98567e-05,0.0011687,-2.99426e-06
21,738.393,56.8689,231.23,6.4195,21.4353,207.631,91.3779,61,58.3137,7,119,0.674947,0.424082,0.0532702,0.00706904,-0.000102439,-0.0045172,9.1235e-05
22,1128.8,364.697,245.333,5.84943,20.2309,229.8,136.203,66,87.9117,17,117.5,0.368338,0.111112,0.0273495,0.0255992,0.000677351,0.00853275,-2.53442e-07
23,929.84,348.76,178.84,1.89828,10.4942,45.558,126.875,25,20.3137,10,20,0.632074,0.37202,0.026311,0.0238344,0.000596729,0.0141107,-1.26041e-05
24,1029.88,381,211.8,2.69388,7.50556,108,122.725,25,14.0711,7.5,19.5,7.14931,67.5697,172.254,11.167,-90.2664,-47.7269,-481.377
25,1047.26,423.357,242.586,5.74978,24.3201,295.383,134.886,70,65.1838,24.5,135,0.100558,0.00848017,0.000115969,9.05102e-05,9.25138e-09,8.19909e-06,-6.31801e-10
26,902.87,180.46,232.7,6.10371,34.87,160.006,103.022,100,133.083,29,206.5,0.0536015,0.00214828,1.44098e-05,9.57667e-06,1.12494e-10,3.64224e-07,-1.15981e-12
27,1028.61,219.754,214.175,2.65948,19.268,118.745,117.196,57,43.0416,37.5,59,-0.232519,0.0615578,0.0708587,0.110128,0.00971736,-0.0259411,-0.000462835
28,877.5,255.107,202.321,2.12925,10.5088,88.6399,109.462,28,20.0711,12.5,22.5,1.00289,0.939353,0.0735561,0.0642331,0.00441479,0.0612521,-5.82047e-05
29,829.628,242.385,358.795,7.34827,27.4591,533.121,102.815,78,123.184,13.5,174.5,0.288489,0.0710876,0.0332932,0.0330667,0.00109713,0.00881128,-5.92693e-06
30,924.08,136.299,206.632,7.4816,22.1334,111.01,110.846,87,78.0122,68.5,162,0.418826,0.144579,0.0826518,0.0789059,0.00637197,0.0293561,-5.51774e-05
31,877.119,40.0222,209.104,10.9082,30.8288,100.802,79.9725,135,95.9117,56.5,340.5,0.0404884,0.00117035,1.34775e-06,7.05112e-08,1.74636e-14,5.38562e-10,1.29423e-14
32,527.684,505.697,306.145,9.1223,24.3569,487.164,57.3252,76,5.82843,17.5,214.5,0.941265,0.416123,1.43648,0.963637,1.1303,0.620855,-0.088456
33,420.97,634.121,239.758,9.16244,19.3696,180.26,62.4987,66,61.2843,18.5,189,-467.821,217595,4.10292e+08,4.13597e+08,1.70378e+17,-1.92931e+11,1.741e+13
34,491.787,604.246,260.281,12.8334,88.9195,283.592,63.7405,334,1,481.5,1387,1.34302,1.50334,5.93095,5.34641,30.1058,6.39686,0.154191
35,599.254,659.521,263.239,13.9591,43.4478,352.688,45.9907,142,104.569,258.5,597.5,0.0475367,0.0014631,1.54323e-05,2.45388e-06,1.49392e-11,8.43152e-08,2.2028e-12
36,498.283,657.677,252.697,17.597,27.1185,263.791,57.4808,99,3.82843,26,415,0.0717743,0.0496525,0.030553,0.0570813,0.00177577,-0.00952752,-0.00159031
37,355.708,609.625,205.792,2.57831,10.0782,111.344,35.4694,24,20.8995,9.5,26,-0.0565573,0.0396976,0.330769,0.258861,0.0756108,-0.042859,-0.00453016
38,581.576,616.47,338.485,12.1596,19.2246,431.706,57.1608,66,22.8995,14,187,0.351482,0.0303299,0.00184139,0.000404581,2.77461e-07,7.02742e-05,2.12038e-07
39,561.4,636.3,251.05,3.3941,12.175,114.655,38.0093,20,1,2.5,34.5,0.556789,0.266197,0.040236,0.0293638,0.00100675,0.0147986,7.18696e-05
1, 41
0,435.872,328.872,235.5,4.12444,24.6733,212.498,57.9614,78,58.9411,79,107.5,0.0943712,0.00759489,0.000342797,0.000355646,1.24168e-07,3.09929e-05,-1.62266e-09
